"STATE","YEAR","EVTYPE","COUNT","FATALITIES","INJURIES","PROPERTY.VALUE","CROP.VALUE"
"delaware",2008,"FLOOD",3,0,0,0,0
"district of columbia",2008,"FLOOD",3,0,0,0,0
"florida",2008,"FLOOD",17,0,0,69144200,2.5e+07
"georgia",2008,"FLOOD",12,0,0,261000,0
"idaho",2008,"FLOOD",7,0,0,50000,0
"illinois",2008,"FLOOD",181,4,8,62369000,18850000
"indiana",2008,"FLOOD",369,4,7,550038500,590952000
"iowa",2008,"FLOOD",335,0,0,1035408000,355245000
"kansas",2008,"FLOOD",88,1,0,399250,122000
"kentucky",2008,"FLOOD",132,1,1,1678000,1e+05
"louisiana",2008,"FLOOD",3,0,0,10000,0
"maine",2008,"FLOOD",75,0,0,18022700,0
"maryland",2008,"FLOOD",21,0,0,215000,0
"massachusetts",2008,"FLOOD",50,0,0,685000,0
"michigan",2008,"FLOOD",28,1,0,19295000,5000
"minnesota",2008,"FLOOD",17,0,0,10651000,10010000
"mississippi",2008,"FLOOD",1,2,0,2e+05,0
"missouri",2008,"FLOOD",248,2,0,40037000,59235000
"montana",2008,"FLOOD",12,0,0,1000,0
"nebraska",2008,"FLOOD",74,0,0,3406000,0
"nevada",2008,"FLOOD",1,0,0,0,0
"new hampshire",2008,"FLOOD",25,0,0,188000,0
"new jersey",2008,"FLOOD",38,0,0,0,0
"new mexico",2008,"FLOOD",4,1,0,25075000,1000
"new york",2008,"FLOOD",45,0,0,822000,0
"north carolina",2008,"FLOOD",6,0,0,10000,0
"ohio",2008,"FLOOD",69,0,0,1696000,0
"oklahoma",2008,"FLOOD",48,0,0,150000,0
"oregon",2008,"FLOOD",13,0,0,3830000,0
"pennsylvania",2008,"FLOOD",56,0,0,240000,0
"rhode island",2008,"FLOOD",13,0,0,182000,0
"south carolina",2008,"FLOOD",1,0,0,0,0
"south dakota",2008,"FLOOD",53,0,0,6600000,2601000
"tennessee",2008,"FLOOD",6,1,0,214000,0
"texas",2008,"FLOOD",18,0,0,20395000,0
"vermont",2008,"FLOOD",8,0,0,290000,0
"virginia",2008,"FLOOD",35,0,0,21000,1000
"washington",2008,"FLOOD",13,0,0,1200000,0
"west virginia",2008,"FLOOD",30,0,0,1921000,0
"wisconsin",2008,"FLOOD",32,0,0,27413000,9770000
"wyoming",2008,"FLOOD",10,0,0,175000,0
"alabama",2009,"FLOOD",44,0,0,2687000,0
"arizona",2009,"FLOOD",2,0,0,0,0
"arkansas",2009,"FLOOD",147,1,5,34675000,20685000
"california",2009,"FLOOD",20,0,0,865000,150000
"delaware",2009,"FLOOD",9,0,1,0,0
"florida",2009,"FLOOD",48,1,0,77387500,0
"georgia",2009,"FLOOD",166,2,1,263204000,0
"idaho",2009,"FLOOD",9,0,0,332000,0
"illinois",2009,"FLOOD",120,3,1,2055260,6243000
"indiana",2009,"FLOOD",220,0,0,6060500,404000
"iowa",2009,"FLOOD",129,0,0,8885000,299000
"kansas",2009,"FLOOD",68,4,0,2327100,231000
"kentucky",2009,"FLOOD",77,2,0,1185000,160000
"louisiana",2009,"FLOOD",44,0,0,24573000,0
"maine",2009,"FLOOD",30,0,0,1067000,0
"maryland",2009,"FLOOD",10,0,0,50000,0
"massachusetts",2009,"FLOOD",9,0,0,20000,0
"michigan",2009,"FLOOD",7,0,0,7100000,0
"minnesota",2009,"FLOOD",44,0,0,535000,1e+05
"mississippi",2009,"FLOOD",3,0,0,190000,0
"missouri",2009,"FLOOD",85,4,1,215000,110000
"montana",2009,"FLOOD",3,0,0,90000,0
"nebraska",2009,"FLOOD",9,0,0,1e+05,0
"new hampshire",2009,"FLOOD",5,0,0,30000,0
"new jersey",2009,"FLOOD",31,0,0,0,0
"new mexico",2009,"FLOOD",3,0,0,29000,0
"new york",2009,"FLOOD",29,0,0,215000,0
"north carolina",2009,"FLOOD",37,1,0,191000,0
"north dakota",2009,"FLOOD",109,0,0,27890000,55000
"ohio",2009,"FLOOD",8,1,0,163000,3000
"oklahoma",2009,"FLOOD",28,1,0,0,0
"oregon",2009,"FLOOD",30,1,0,250000,0
"pennsylvania",2009,"FLOOD",53,0,0,9e+05,0
"rhode island",2009,"FLOOD",5,0,0,30000,0
"south carolina",2009,"FLOOD",7,0,0,0,0
"south dakota",2009,"FLOOD",82,0,0,460000,0
"tennessee",2009,"FLOOD",57,1,1,1076000,0
"texas",2009,"FLOOD",58,0,0,9409000,1256000
"vermont",2009,"FLOOD",2,0,0,25000,0
"virginia",2009,"FLOOD",24,0,0,266500,0
"washington",2009,"FLOOD",32,0,0,63778000,0
"west virginia",2009,"FLOOD",16,0,0,40655000,0
"wisconsin",2009,"FLOOD",5,0,0,22200,34000
"alabama",2010,"FLOOD",13,0,0,2018000,0
"arizona",2010,"FLOOD",16,0,0,12900000,0
"arkansas",2010,"FLOOD",32,0,0,240000,55000
"california",2010,"FLOOD",59,2,0,148961000,0
"colorado",2010,"FLOOD",4,0,0,55000,1e+05
"connecticut",2010,"FLOOD",30,0,0,10990000,0
"delaware",2010,"FLOOD",7,0,0,6e+05,0
"florida",2010,"FLOOD",13,0,0,11000,0
"georgia",2010,"FLOOD",2,0,0,20000,0
"idaho",2010,"FLOOD",12,0,0,3179000,0
"illinois",2010,"FLOOD",105,1,0,5375000,80000
"indiana",2010,"FLOOD",50,0,0,35000,70000
"iowa",2010,"FLOOD",466,0,121,138093000,1063630000
"kansas",2010,"FLOOD",74,0,0,89700,1e+05
"kentucky",2010,"FLOOD",160,0,0,18857000,263000
"louisiana",2010,"FLOOD",4,0,0,4000,0
"maine",2010,"FLOOD",55,0,0,4984000,0
"maryland",2010,"FLOOD",28,0,0,0,0
"massachusetts",2010,"FLOOD",38,0,5,152038000,0
"michigan",2010,"FLOOD",7,0,0,386000,0
"minnesota",2010,"FLOOD",132,0,0,70852000,1750000
"mississippi",2010,"FLOOD",1,0,0,1000,0
"missouri",2010,"FLOOD",173,1,0,2883000,54000
"montana",2010,"FLOOD",4,0,0,130000,0
"nebraska",2010,"FLOOD",114,1,0,17544000,385000
"nevada",2010,"FLOOD",5,0,0,1541000,0
"new hampshire",2010,"FLOOD",45,0,0,9911100,0
"new jersey",2010,"FLOOD",70,0,0,78635000,0
"new mexico",2010,"FLOOD",3,0,0,10000,0
"new york",2010,"FLOOD",114,0,0,1639000,0
"north carolina",2010,"FLOOD",50,10,0,241000,4e+06
"north dakota",2010,"FLOOD",35,0,0,267000,1875000
"ohio",2010,"FLOOD",19,4,0,2897000,0
"oklahoma",2010,"FLOOD",5,0,0,10000,0
"oregon",2010,"FLOOD",15,0,0,10000,10000
"pennsylvania",2010,"FLOOD",84,1,0,8495000,0
"rhode island",2010,"FLOOD",11,0,0,87820000,0
"south carolina",2010,"FLOOD",12,0,0,51000,0
"south dakota",2010,"FLOOD",176,0,0,835000,0
"tennessee",2010,"FLOOD",42,16,0,2162985800,3526000
"texas",2010,"FLOOD",76,3,0,74658000,24825000
"utah",2010,"FLOOD",9,0,0,27020000,0
"vermont",2010,"FLOOD",31,0,0,557000,0
"virginia",2010,"FLOOD",69,0,0,660000,0
"washington",2010,"FLOOD",9,0,0,6225000,0
"west virginia",2010,"FLOOD",33,2,0,6852000,0
"wisconsin",2010,"FLOOD",86,0,1,14257940,3986000
"wyoming",2010,"FLOOD",6,0,0,12010000,0
"alabama",2011,"FLOOD",24,0,0,35000,0
"arizona",2011,"FLOOD",2,0,0,10000,0
"arkansas",2011,"FLOOD",205,7,0,175894000,113885000
"california",2011,"FLOOD",72,1,0,19870000,2e+06
"colorado",2011,"FLOOD",4,0,0,5000,0
"connecticut",2011,"FLOOD",23,1,3,8150000,0
"delaware",2011,"FLOOD",12,0,0,0,0
"district of columbia",2011,"FLOOD",2,0,0,0,0
"florida",2011,"FLOOD",5,0,0,36000,2000
"georgia",2011,"FLOOD",3,0,0,13000,0
"idaho",2011,"FLOOD",46,0,0,4103500,0
"illinois",2011,"FLOOD",163,1,1,11635000,270000
"indiana",2011,"FLOOD",119,0,0,5906750,171000
"iowa",2011,"FLOOD",170,0,0,45388000,1025000
"kansas",2011,"FLOOD",35,0,0,2252200,11600000
"kentucky",2011,"FLOOD",227,1,4,42855000,1000
"louisiana",2011,"FLOOD",9,0,0,24680000,1700000
"maine",2011,"FLOOD",21,0,0,95000,0
"maryland",2011,"FLOOD",62,1,0,5195000,0
"massachusetts",2011,"FLOOD",40,0,0,24765000,0
"michigan",2011,"FLOOD",11,0,0,275000,0
"minnesota",2011,"FLOOD",89,1,0,625000,0
"mississippi",2011,"FLOOD",21,0,0,1011624000,2600000
"missouri",2011,"FLOOD",123,0,0,22473000,10000
"montana",2011,"FLOOD",157,2,0,20260000,0
"nebraska",2011,"FLOOD",111,0,0,13114000,5250000
"nevada",2011,"FLOOD",2,0,0,50000,0
"new hampshire",2011,"FLOOD",59,0,0,11184000,0
"new jersey",2011,"FLOOD",130,11,0,1541560000,0
"new mexico",2011,"FLOOD",1,0,0,0,0
"new york",2011,"FLOOD",252,4,1,815024000,1500000
"north carolina",2011,"FLOOD",40,0,0,27000,0
"north dakota",2011,"FLOOD",135,0,0,296900000,305000
"ohio",2011,"FLOOD",163,1,0,15157500,0
"oklahoma",2011,"FLOOD",15,0,0,50000,0
"oregon",2011,"FLOOD",33,0,0,20688000,0
"pennsylvania",2011,"FLOOD",248,20,0,478055000,1400000
"rhode island",2011,"FLOOD",2,0,0,0,0
"south carolina",2011,"FLOOD",3,0,0,25000,0
"south dakota",2011,"FLOOD",263,0,0,9905000,0
"tennessee",2011,"FLOOD",36,2,0,2011735000,7000
"texas",2011,"FLOOD",5,0,0,0,0
"utah",2011,"FLOOD",32,0,0,2865000,0
"vermont",2011,"FLOOD",43,1,0,1059745000,11950000
"virginia",2011,"FLOOD",189,3,1,230000,60000
"washington",2011,"FLOOD",47,0,0,8316000,0
"west virginia",2011,"FLOOD",80,0,0,982000,0
"wisconsin",2011,"FLOOD",32,1,0,156000,1000
"wyoming",2011,"FLOOD",26,0,0,3113500,1135000
"louisiana",1993,"HEAT",2,2,0,0,0
"missouri",1993,"HEAT",1,0,5,0,0
"nevada",1993,"HEAT",1,1,0,0,0
"south carolina",1993,"HEAT",2,2,0,0,0
"wisconsin",1993,"HEAT",2,2,0,0,0
"illinois",1994,"HEAT",1,0,10,0,0
"missouri",1994,"HEAT",1,4,55,0,50000
"south carolina",1994,"HEAT",2,2,0,0,0
"alabama",1995,"HEAT",6,5,0,0,4e+08
"arkansas",1995,"HEAT",7,8,0,0,0
"florida",1995,"HEAT",1,1,0,0,0
"georgia",1995,"HEAT",2,3,0,0,0
"illinois",1995,"HEAT",6,626,222,0,410000
"mississippi",1995,"HEAT",2,2,0,0,0
"missouri",1995,"HEAT",4,30,586,0,825000
"nebraska",1995,"HEAT",1,0,0,132000,0
"nevada",1995,"HEAT",2,4,0,0,0
"south carolina",1995,"HEAT",7,7,0,0,0
"tennessee",1995,"HEAT",1,1,0,0,0
"florida",1997,"HEAT",1,1,0,0,0
"florida",1998,"HEAT",3,3,0,0,0
"north carolina",1998,"HEAT",1,2,0,0,0
"south carolina",2000,"HEAT",1,1,0,0,0
"north carolina",2001,"HEAT",1,1,0,0,0
"arkansas",2006,"HEAT",1,0,0,0,0
"california",2006,"HEAT",13,3,0,0,0
"district of columbia",2006,"HEAT",2,2,0,0,0
"florida",2006,"HEAT",2,1,0,0,0
"georgia",2006,"HEAT",2,1,0,0,0
"illinois",2006,"HEAT",6,1,0,0,0
"indiana",2006,"HEAT",4,0,0,0,0
"kansas",2006,"HEAT",5,5,3,0,0
"kentucky",2006,"HEAT",4,0,4,0,0
"louisiana",2006,"HEAT",2,1,0,0,0
"maryland",2006,"HEAT",4,9,55,0,0
"michigan",2006,"HEAT",4,0,315,0,0
"minnesota",2006,"HEAT",2,0,0,0,0
"mississippi",2006,"HEAT",1,0,0,0,76500
"missouri",2006,"HEAT",3,1,0,0,0
"nevada",2006,"HEAT",3,0,0,0,0
"new york",2006,"HEAT",1,0,0,0,0
"oklahoma",2006,"HEAT",5,20,100,0,0
"oregon",2006,"HEAT",1,0,0,0,0
"pennsylvania",2006,"HEAT",7,0,0,0,0
"south carolina",2006,"HEAT",1,0,0,0,0
"south dakota",2006,"HEAT",2,0,0,0,0
"texas",2006,"HEAT",2,1,0,0,0
"virginia",2006,"HEAT",3,0,0,0,0
"washington",2006,"HEAT",1,0,0,0,0
"west virginia",2006,"HEAT",2,0,0,0,0
"wisconsin",2006,"HEAT",5,2,43,0,0
"alabama",2007,"HEAT",6,3,17,0,0
"arizona",2007,"HEAT",1,0,0,0,0
"arkansas",2007,"HEAT",4,3,0,0,0
"california",2007,"HEAT",12,1,0,0,0
"district of columbia",2007,"HEAT",1,0,0,0,0
"florida",2007,"HEAT",1,0,0,0,0
"illinois",2007,"HEAT",5,0,0,0,0
"indiana",2007,"HEAT",4,0,0,0,0
"kansas",2007,"HEAT",4,0,0,0,0
"kentucky",2007,"HEAT",7,2,5,0,0
"louisiana",2007,"HEAT",1,0,0,0,0
"maryland",2007,"HEAT",1,0,0,0,0
"mississippi",2007,"HEAT",2,0,0,0,0
"missouri",2007,"HEAT",7,0,7,0,0
"montana",2007,"HEAT",1,0,0,0,0
"nevada",2007,"HEAT",11,10,0,0,0
"north carolina",2007,"HEAT",2,1,1,0,0
"oklahoma",2007,"HEAT",1,1,0,0,0
"pennsylvania",2007,"HEAT",1,1,0,0,0
"tennessee",2007,"HEAT",2,0,0,0,0
"virginia",2007,"HEAT",2,0,0,0,0
"arkansas",2008,"HEAT",2,0,4,0,0
"california",2008,"HEAT",24,0,1,0,0
"connecticut",2008,"HEAT",1,0,0,0,0
"illinois",2008,"HEAT",4,0,0,0,0
"indiana",2008,"HEAT",2,0,0,0,0
"iowa",2008,"HEAT",1,0,0,0,0
"kentucky",2008,"HEAT",4,0,0,0,0
"missouri",2008,"HEAT",4,0,0,0,0
"nevada",2008,"HEAT",11,19,0,0,0
"new jersey",2008,"HEAT",1,0,1,0,0
"new york",2008,"HEAT",1,0,0,0,0
"north carolina",2008,"HEAT",3,4,0,0,0
"oklahoma",2008,"HEAT",2,1,1,0,0
"oregon",2008,"HEAT",2,0,0,0,0
"pennsylvania",2008,"HEAT",2,1,1,0,0
"rhode island",2008,"HEAT",1,2,0,0,0
"tennessee",2008,"HEAT",1,0,0,0,0
"texas",2008,"HEAT",2,0,0,0,0
"washington",2008,"HEAT",1,0,0,0,0
"arizona",2009,"HEAT",1,0,0,0,0
"arkansas",2009,"HEAT",1,1,0,0,0
"california",2009,"HEAT",9,4,4,10000,0
"florida",2009,"HEAT",3,2,0,0,0
"illinois",2009,"HEAT",3,0,0,0,0
"indiana",2009,"HEAT",2,0,0,0,0
"kentucky",2009,"HEAT",3,0,0,0,0
"missouri",2009,"HEAT",4,0,7,0,0
"nebraska",2009,"HEAT",1,0,0,1500000,0
"nevada",2009,"HEAT",6,6,0,0,0
"new jersey",2009,"HEAT",1,0,3,0,0
"pennsylvania",2009,"HEAT",4,1,0,0,0
"tennessee",2009,"HEAT",1,7,0,0,0
"texas",2009,"HEAT",13,5,0,0,0
"wisconsin",2009,"HEAT",2,0,0,0,0
"alabama",2010,"HEAT",14,1,9,0,1e+05
"arizona",2010,"HEAT",3,2,0,0,0
"arkansas",2010,"HEAT",25,3,2,0,0
"connecticut",2010,"HEAT",5,0,0,0,0
"delaware",2010,"HEAT",1,0,0,0,0
"florida",2010,"HEAT",14,1,0,0,0
"georgia",2010,"HEAT",5,3,0,0,0
"illinois",2010,"HEAT",12,3,0,0,0
"indiana",2010,"HEAT",5,0,0,0,0
"iowa",2010,"HEAT",8,0,0,0,0
"kansas",2010,"HEAT",10,0,0,0,0
"kentucky",2010,"HEAT",14,0,0,0,0
"louisiana",2010,"HEAT",1,1,0,0,0
"maryland",2010,"HEAT",4,3,28,0,0
"massachusetts",2010,"HEAT",14,0,0,0,0
"michigan",2010,"HEAT",1,1,0,0,0
"minnesota",2010,"HEAT",1,0,0,0,0
"mississippi",2010,"HEAT",13,0,0,0,0
"missouri",2010,"HEAT",18,4,0,0,0
"nebraska",2010,"HEAT",9,0,0,0,0
"nevada",2010,"HEAT",5,10,0,0,0
"new hampshire",2010,"HEAT",2,0,0,0,0
"new jersey",2010,"HEAT",1,0,0,0,0
"new mexico",2010,"HEAT",1,1,0,0,0
"new york",2010,"HEAT",2,0,0,0,0
"pennsylvania",2010,"HEAT",2,2,0,0,0
"rhode island",2010,"HEAT",6,0,0,0,0
"tennessee",2010,"HEAT",20,7,0,0,0
"texas",2010,"HEAT",8,2,0,0,0
"vermont",2010,"HEAT",1,0,0,0,0
"wisconsin",2010,"HEAT",6,0,0,0,0
"alabama",2011,"HEAT",10,0,24,0,0
"arizona",2011,"HEAT",3,1,0,0,0
"arkansas",2011,"HEAT",1,1,0,0,0
"california",2011,"HEAT",1,0,0,0,0
"connecticut",2011,"HEAT",2,0,0,0,0
"delaware",2011,"HEAT",1,0,0,0,0
"district of columbia",2011,"HEAT",6,0,0,0,0
"florida",2011,"HEAT",1,0,1,0,0
"illinois",2011,"HEAT",21,23,9,0,0
"indiana",2011,"HEAT",5,0,0,0,0
"iowa",2011,"HEAT",6,0,0,0,0
"kansas",2011,"HEAT",3,0,0,0,0
"kentucky",2011,"HEAT",11,0,0,0,0
"louisiana",2011,"HEAT",1,0,0,0,0
"maryland",2011,"HEAT",18,0,1,0,0
"massachusetts",2011,"HEAT",1,0,0,0,0
"minnesota",2011,"HEAT",1,0,0,0,0
"mississippi",2011,"HEAT",1,0,0,0,0
"missouri",2011,"HEAT",15,0,0,0,0
"montana",2011,"HEAT",1,0,0,0,0
"nebraska",2011,"HEAT",14,0,0,0,0
"nevada",2011,"HEAT",2,4,0,0,0
"new jersey",2011,"HEAT",1,0,0,0,0
"new york",2011,"HEAT",5,0,0,0,0
"north carolina",2011,"HEAT",1,0,0,0,0
"ohio",2011,"HEAT",3,0,0,0,0
"oklahoma",2011,"HEAT",2,2,0,0,0
"oregon",2011,"HEAT",1,0,0,0,0
"pennsylvania",2011,"HEAT",7,11,3,0,0
"south carolina",2011,"HEAT",1,0,0,0,0
"tennessee",2011,"HEAT",1,3,0,0,0
"texas",2011,"HEAT",9,18,573,0,0
"vermont",2011,"HEAT",2,0,0,0,0
"virginia",2011,"HEAT",18,0,0,0,0
"west virginia",2011,"HEAT",7,0,0,0,0
"wisconsin",2011,"HEAT",8,0,0,0,0
"arkansas",1993,"ICE STORM",2,0,0,5500000,0
"georgia",1993,"ICE STORM",1,0,0,50000,0
"indiana",1993,"ICE STORM",1,0,0,5e+05,0
"iowa",1993,"ICE STORM",1,0,0,50000,0
"kansas",1993,"ICE STORM",8,0,0,0,0
"michigan",1993,"ICE STORM",2,0,0,0,0
"minnesota",1993,"ICE STORM",1,0,0,0,0
"montana",1993,"ICE STORM",1,0,0,5e+05,0
"new york",1993,"ICE STORM",3,0,0,150000,0
"north carolina",1993,"ICE STORM",1,0,0,0,0
"ohio",1993,"ICE STORM",1,0,0,5e+06,0
"pennsylvania",1993,"ICE STORM",1,0,0,5e+07,0
"south carolina",1993,"ICE STORM",1,0,0,50000,0
"texas",1993,"ICE STORM",5,3,4,0,0
"utah",1993,"ICE STORM",3,0,0,0,0
"illinois",1994,"ICE STORM",1,0,0,0,0
"iowa",1994,"ICE STORM",1,0,0,1.5e+07,0
"kansas",1994,"ICE STORM",8,1,0,0,0
"louisiana",1994,"ICE STORM",1,0,0,5e+07,0
"maine",1994,"ICE STORM",1,0,0,0,0
"mississippi",1994,"ICE STORM",1,0,0,5e+05,5e+09
"missouri",1994,"ICE STORM",5,0,0,0,3500
"nebraska",1994,"ICE STORM",2,0,0,0,0
"new jersey",1994,"ICE STORM",1,0,0,0,0
"new york",1994,"ICE STORM",1,0,0,0,0
"north carolina",1994,"ICE STORM",1,0,0,0,0
"ohio",1994,"ICE STORM",4,1,1614,60500000,6e+06
"oklahoma",1994,"ICE STORM",1,0,0,0,0
"rhode island",1994,"ICE STORM",1,0,0,5e+05,0
"south carolina",1994,"ICE STORM",2,0,0,0,0
"tennessee",1994,"ICE STORM",1,0,0,5e+05,0
"texas",1994,"ICE STORM",10,0,0,50045000,450000
"west virginia",1994,"ICE STORM",2,0,0,505000,0
"arkansas",1995,"ICE STORM",1,0,0,0,0
"connecticut",1995,"ICE STORM",2,1,0,0,0
"delaware",1995,"ICE STORM",1,0,0,0,0
"illinois",1995,"ICE STORM",1,0,0,0,0
"indiana",1995,"ICE STORM",1,0,0,0,0
"kansas",1995,"ICE STORM",1,0,0,8000,0
"kentucky",1995,"ICE STORM",1,0,0,0,0
"maine",1995,"ICE STORM",1,0,0,0,0
"maryland",1995,"ICE STORM",4,0,0,0,0
"massachusetts",1995,"ICE STORM",1,0,1,0,0
"michigan",1995,"ICE STORM",3,0,0,0,0
"missouri",1995,"ICE STORM",1,0,0,0,0
"nebraska",1995,"ICE STORM",1,0,0,75000,0
"new hampshire",1995,"ICE STORM",1,0,0,0,0
"new jersey",1995,"ICE STORM",1,0,0,0,0
"new mexico",1995,"ICE STORM",2,0,0,0,0
"new york",1995,"ICE STORM",3,0,0,0,0
"ohio",1995,"ICE STORM",7,1,38,946000,0
"pennsylvania",1995,"ICE STORM",3,0,0,0,0
"rhode island",1995,"ICE STORM",1,0,0,0,0
"texas",1995,"ICE STORM",1,0,0,0,0
"virginia",1995,"ICE STORM",5,0,0,0,0
"west virginia",1995,"ICE STORM",4,0,0,0,0
"wisconsin",1995,"ICE STORM",2,0,0,0,0
"arkansas",1996,"ICE STORM",3,1,0,0,0
"georgia",1996,"ICE STORM",1,0,0,0,0
"indiana",1996,"ICE STORM",1,0,0,0,0
"iowa",1996,"ICE STORM",4,0,0,435000,0
"kansas",1996,"ICE STORM",3,0,0,0,0
"kentucky",1996,"ICE STORM",1,0,0,0,0
"louisiana",1996,"ICE STORM",6,1,0,1845000,0
"maine",1996,"ICE STORM",1,0,0,0,0
"maryland",1996,"ICE STORM",3,0,0,154000,0
"minnesota",1996,"ICE STORM",6,0,0,0,0
"mississippi",1996,"ICE STORM",1,0,0,3e+06,0
"missouri",1996,"ICE STORM",30,0,0,0,0
"nebraska",1996,"ICE STORM",1,0,0,10000,0
"north carolina",1996,"ICE STORM",83,0,0,0,0
"north dakota",1996,"ICE STORM",2,0,0,0,0
"ohio",1996,"ICE STORM",3,0,0,0,0
"oklahoma",1996,"ICE STORM",2,0,0,0,0
"oregon",1996,"ICE STORM",8,1,28,0,0
"pennsylvania",1996,"ICE STORM",2,0,0,0,0
"south carolina",1996,"ICE STORM",5,0,0,0,0
"south dakota",1996,"ICE STORM",5,6,66,0,0
"texas",1996,"ICE STORM",3,1,1,0,0
"virginia",1996,"ICE STORM",3,0,0,0,0
"washington",1996,"ICE STORM",12,1,0,0,5700000
"wisconsin",1996,"ICE STORM",8,0,1,0,0
"wyoming",1996,"ICE STORM",1,0,0,0,0
"arkansas",1997,"ICE STORM",2,0,0,0,0
"connecticut",1997,"ICE STORM",1,0,0,0,0
"georgia",1997,"ICE STORM",2,0,0,115000,0
"illinois",1997,"ICE STORM",1,0,0,0,0
"indiana",1997,"ICE STORM",2,0,0,0,0
"iowa",1997,"ICE STORM",1,0,0,88150,0
"kansas",1997,"ICE STORM",5,1,6,0,0
"kentucky",1997,"ICE STORM",3,0,0,0,0
"louisiana",1997,"ICE STORM",3,2,15,0,0
"maryland",1997,"ICE STORM",1,0,0,0,0
"michigan",1997,"ICE STORM",5,0,0,0,0
"minnesota",1997,"ICE STORM",5,0,0,0,0
"missouri",1997,"ICE STORM",2,0,0,0,0
"montana",1997,"ICE STORM",1,2,0,0,0
"nebraska",1997,"ICE STORM",3,0,0,0,0
"new jersey",1997,"ICE STORM",1,0,0,0,0
"new york",1997,"ICE STORM",2,0,0,0,0
"north carolina",1997,"ICE STORM",2,0,0,0,0
"north dakota",1997,"ICE STORM",2,0,0,0,0
"ohio",1997,"ICE STORM",3,0,0,0,0
"oklahoma",1997,"ICE STORM",4,0,0,0,0
"oregon",1997,"ICE STORM",5,0,5,0,0
"pennsylvania",1997,"ICE STORM",6,0,0,0,0
"south carolina",1997,"ICE STORM",2,0,0,0,0
"south dakota",1997,"ICE STORM",1,0,0,0,0
"texas",1997,"ICE STORM",11,4,20,0,0
"virginia",1997,"ICE STORM",2,0,0,0,0
"washington",1997,"ICE STORM",4,1,5,0,0
"west virginia",1997,"ICE STORM",3,0,0,0,0
"wisconsin",1997,"ICE STORM",2,0,0,0,0
"alabama",1998,"ICE STORM",2,1,0,14526000,0
"arkansas",1998,"ICE STORM",5,1,0,0,0
"california",1998,"ICE STORM",1,2,0,1e+06,0
"connecticut",1998,"ICE STORM",2,0,0,0,0
"georgia",1998,"ICE STORM",3,0,0,0,0
"iowa",1998,"ICE STORM",4,0,1,1369340,0
"kansas",1998,"ICE STORM",11,5,2,0,0
"louisiana",1998,"ICE STORM",2,1,0,5100000,0
"maine",1998,"ICE STORM",3,1,0,313300000,0
"maryland",1998,"ICE STORM",2,0,0,5015000,20000
"massachusetts",1998,"ICE STORM",2,0,0,0,0
"michigan",1998,"ICE STORM",2,0,0,0,0
"minnesota",1998,"ICE STORM",2,0,1,0,0
"mississippi",1998,"ICE STORM",2,0,0,16699000,0
"missouri",1998,"ICE STORM",2,0,0,0,0
"montana",1998,"ICE STORM",1,0,0,0,0
"nebraska",1998,"ICE STORM",2,2,2,27000,0
"new hampshire",1998,"ICE STORM",4,0,1,0,0
"new jersey",1998,"ICE STORM",1,0,0,0,0
"new york",1998,"ICE STORM",4,1,0,0,0
"north carolina",1998,"ICE STORM",7,0,0,0,0
"oklahoma",1998,"ICE STORM",6,0,0,0,0
"oregon",1998,"ICE STORM",3,1,0,0,0
"pennsylvania",1998,"ICE STORM",7,0,0,0,0
"south carolina",1998,"ICE STORM",2,0,0,0,0
"tennessee",1998,"ICE STORM",2,0,0,0,0
"texas",1998,"ICE STORM",6,6,0,0,0
"vermont",1998,"ICE STORM",2,0,1,6230000,0
"virginia",1998,"ICE STORM",10,0,0,0,1275000
"washington",1998,"ICE STORM",2,0,0,0,0
"west virginia",1998,"ICE STORM",4,0,0,0,0
"wisconsin",1998,"ICE STORM",5,0,14,0,0
"wyoming",1998,"ICE STORM",1,0,0,0,0
"alabama",1999,"ICE STORM",1,0,0,0,0
"arkansas",1999,"ICE STORM",3,1,0,0,0
"connecticut",1999,"ICE STORM",1,0,0,0,0
"district of columbia",1999,"ICE STORM",1,0,0,20000,0
"georgia",1999,"ICE STORM",4,0,0,0,0
"illinois",1999,"ICE STORM",4,0,0,0,0
"indiana",1999,"ICE STORM",2,0,0,0,0
"iowa",1999,"ICE STORM",1,0,0,230000,0
"kansas",1999,"ICE STORM",1,1,5,0,0
"kentucky",1999,"ICE STORM",4,0,0,0,0
"maryland",1999,"ICE STORM",1,0,0,3150000,0
"michigan",1999,"ICE STORM",3,0,0,0,0
"minnesota",1999,"ICE STORM",4,0,0,0,0
"missouri",1999,"ICE STORM",3,0,0,0,0
"montana",1999,"ICE STORM",1,0,0,0,0
"nebraska",1999,"ICE STORM",1,2,3,50000,0
"new york",1999,"ICE STORM",2,0,0,0,0
"north carolina",1999,"ICE STORM",3,0,0,0,0
"north dakota",1999,"ICE STORM",1,0,0,0,0
"ohio",1999,"ICE STORM",1,0,0,0,0
"oklahoma",1999,"ICE STORM",3,0,0,0,0
"pennsylvania",1999,"ICE STORM",1,0,0,0,0
"south carolina",1999,"ICE STORM",2,0,0,0,0
"texas",1999,"ICE STORM",1,0,0,0,0
"virginia",1999,"ICE STORM",1,0,0,320000,0
"west virginia",1999,"ICE STORM",3,1,0,0,0
"wisconsin",1999,"ICE STORM",1,0,0,0,0
"alabama",2000,"ICE STORM",2,0,0,3810000,0
